organization,repository_name,clone_url,number_stars,number_commits,number_contributors,main_language,main_language_%_code,is_fork,created_year_date,pushed_date
kde, pim-sieve-editor, https://github.com/KDE/pim-sieve-editor.git,7,1624,18, C++,82.6, false,2013-12-24,2022-05-16
kde, mbox-importer, https://github.com/KDE/mbox-importer.git,2,566,10, C++,78, false,2013-11-29,2022-05-16
kde, mailimporter, https://github.com/KDE/mailimporter.git,4,518,12, C++,93.4, false,2015-12-30,2022-05-16
kde, libkleo, https://github.com/KDE/libkleo.git,7,1149,23, C++,97.5, false,2015-12-30,2022-05-16
kde, libkgapi, https://github.com/KDE/libkgapi.git,6,1360,41, C++,94.2, false,2011-12-18,2022-05-16
kde, libkdepim, https://github.com/KDE/libkdepim.git,7,907,21, C++,91, false,2015-12-30,2022-05-16
kde, libgravatar, https://github.com/KDE/libgravatar.git,4,423,11, C++,85.2, false,2015-12-30,2022-05-16
kde, ktnef, https://github.com/KDE/ktnef.git,3,717,29, C++,87.9, false,2002-12-12,2022-05-16
kde, ksmtp, https://github.com/KDE/ksmtp.git,3,447,13, C++,90.9, false,2011-08-17,2022-05-16
kde, kpkpass, https://github.com/KDE/kpkpass.git,5,296,9, C++,85, false,2018-12-20,2022-05-16
kde, kontactinterface, https://github.com/KDE/kontactinterface.git,4,685,19, C++,87.1, false,2008-12-31,2022-05-16
kde, kontact, https://github.com/KDE/kontact.git,23,5514,93, C++,92.7, false,2002-12-31,2022-05-16
kde, kmime, https://github.com/KDE/kmime.git,4,1513,50, C++,97.5, false,2001-12-13,2022-05-16
kde, kmbox, https://github.com/KDE/kmbox.git,5,596,21, C++,80.6, false,2009-12-29,2022-05-16
kde, kmail-account-wizard, https://github.com/KDE/kmail-account-wizard.git,4,882,20, C++,91.5, false,2014-12-30,2022-05-16
kde, kldap, https://github.com/KDE/kldap.git,6,948,44, C++,92.1, false,2006-12-22,2022-05-16
kde, kimap, https://github.com/KDE/kimap.git,8,1190,43, C++,97.8, false,2007-12-28,2022-05-16
kde, kidentitymanagement, https://github.com/KDE/kidentitymanagement.git,5,3888,82, C++,92.3, false,1999-12-27,2022-05-16
kde, kcalutils, https://github.com/KDE/kcalutils.git,4,964,26, C++,64.6, false,2010-12-05,2022-05-16
kde, kaddressbook, https://github.com/KDE/kaddressbook.git,11,6168,101, C++,89.4, false,2002-12-31,2022-05-16
kde, grantlee-editor, https://github.com/KDE/grantlee-editor.git,2,821,13, C++,94.1, false,2014-12-31,2022-05-16
kde, akonadi-notes, https://github.com/KDE/akonadi-notes.git,3,1074,31, C++,81.3, false,1999-04-11,2022-05-16
kde, akonadi-import-wizard, https://github.com/KDE/akonadi-import-wizard.git,4,1812,22, C++,93.9, false,2012-12-31,2022-05-16
kde, akonadiconsole, https://github.com/KDE/akonadiconsole.git,4,1588,47, C++,96.2, false,2006-12-21,2022-05-16
kde, akonadi-calendar-tools, https://github.com/KDE/akonadi-calendar-tools.git,4,951,39, C++,90.6, false,2005-12-31,2022-05-16
kde, tellico, https://github.com/KDE/tellico.git,24,3922,24, C++,81.9, false,2001-11-05,2022-05-16
kde, plasmatube, https://github.com/KDE/plasmatube.git,0,147,10, C++,66.3, false,2019-11-02,2022-05-16
kde, krecorder, https://github.com/KDE/krecorder.git,5,195,14, QML,50.1, false,2019-12-26,2022-05-16
kde, kongress, https://github.com/KDE/kongress.git,2,248,9, C++,74.2, false,2020-12-29,2022-05-16
kde, kalk, https://github.com/KDE/kalk.git,4,534,22, C++,79, false,2016-12-28,2022-05-16
kde, alligator, https://github.com/KDE/alligator.git,6,351,16, C++,69.1, false,2020-11-29,2022-05-16
kde, toad, https://github.com/KDE/toad.git,0,65,3, C++,46, false,2022-05-04,2022-05-16
kde, kairo, https://github.com/KDE/kairo.git,2,82,4, C++,91.5, false,2016-08-09,2022-05-16
kde, samba-mounter, https://github.com/KDE/samba-mounter.git,4,184,6, C++,94.7, false,2012-07-20,2022-05-16
kde, clazy, https://github.com/KDE/clazy.git,521,2454,57, C++,88.7, false,2015-12-23,2022-05-16
kde, plank-player, https://github.com/KDE/plank-player.git,0,26,0, QML,82.7, false,2021-08-16,2022-05-16
kde, mycroft-skill-installer, https://github.com/KDE/mycroft-skill-installer.git,0,39,2, QML,91.6, false,2018-12-13,2020-05-15
kde, lancelot, https://github.com/KDE/lancelot.git,5,76,0, C++,88.1, false,2014-08-29,2022-05-16
kde, akonadi-phabricator-resource, https://github.com/KDE/akonadi-phabricator-resource.git,4,66,2, C++,95.6, false,2015-12-07,2022-05-16
kde, ffmpegthumbs, https://github.com/KDE/ffmpegthumbs.git,17,215,25, C,48.8, false,2010-12-10,2022-05-16
kde, washipad, https://github.com/KDE/washipad.git,1,78,0, C++,78.2, false,2018-07-27,2022-05-16
kde, kcontacts, https://github.com/KDE/kcontacts.git,7,3333,95, C++,97.4, false,1999-04-11,2022-05-16
kde, breeze-icons, https://github.com/KDE/breeze-icons.git,173,1897,101, C++,46.2, false,2014-12-31,2022-05-16
kde, kdesdk-devenv-dependencies, https://github.com/KDE/kdesdk-devenv-dependencies.git,2,79,5, Python,97.1, false,2016-11-25,2022-05-16
kde, konversation, https://github.com/KDE/konversation.git,35,9107,97, C++,97, false,2002-12-25,2022-05-07
kde, kpmcore, https://github.com/KDE/kpmcore.git,17,1283,29, C++,97.9, false,2015-12-30,2022-05-15
kde, konqueror, https://github.com/KDE/konqueror.git,47,15106,209, C++,94.6, false,1997-12-20,2022-05-15
kde, partitionmanager, https://github.com/KDE/partitionmanager.git,49,1616,32, C++,98.2, false,2008-12-28,2022-05-15
kde, audex, https://github.com/KDE/audex.git,13,233,11, C++,98.9, false,2013-10-16,2022-05-15
kde, pulseaudio-qt, https://github.com/KDE/pulseaudio-qt.git,8,743,33, C++,89.4, false,2014-10-28,2022-05-15
kde, libqaccessibilityclient, https://github.com/KDE/libqaccessibilityclient.git,4,340,11, C++,75.6, false,2012-11-13,2022-05-15
kde, kaffeine, https://github.com/KDE/kaffeine.git,31,1811,26, C++,95, false,2007-12-31,2022-05-15
kde, kcron, https://github.com/KDE/kcron.git,7,842,35, C++,98, false,1999-12-30,2022-05-15
kde, kreversi, https://github.com/KDE/kreversi.git,7,1265,55, C++,90.1, false,1997-12-11,2022-05-15
kde, kmix, https://github.com/KDE/kmix.git,12,2449,97, C++,96.2, false,2000-12-09,2022-05-15
kde, kcmutils, https://github.com/KDE/kcmutils.git,8,633,50, C++,89.7, false,2013-12-20,2022-05-15
kde, audiocd-kio, https://github.com/KDE/audiocd-kio.git,3,1064,65, C++,88.2, false,2000-12-09,2022-05-15
kde, print-manager, https://github.com/KDE/print-manager.git,10,1130,45, C++,95.6, false,2010-12-20,2022-05-15
kde, peruse, https://github.com/KDE/peruse.git,25,1080,22, C++,48.6, false,2015-12-31,2022-05-15
kde, baloo-widgets, https://github.com/KDE/baloo-widgets.git,7,744,59, C++,93.8, false,2006-11-28,2022-05-15
kde, cantor, https://github.com/KDE/cantor.git,40,3352,74, Jupyter Notebook,67.8, false,2009-12-31,2022-05-15
kde, symmy, https://github.com/KDE/symmy.git,1,175,3, C++,88.9, false,2016-08-25,2022-05-15
kde, kbackup, https://github.com/KDE/kbackup.git,9,434,14, C++,95.9, false,2006-12-21,2022-05-15
kde, lokalize, https://github.com/KDE/lokalize.git,21,1819,52, C++,95.3, false,2000-07-31,2022-05-15
kde, kdesvn, https://github.com/KDE/kdesvn.git,24,2349,21, C++,95.4, false,2005-11-30,2022-05-15
kde, dolphin-plugins, https://github.com/KDE/dolphin-plugins.git,30,654,33, C++,98.6, false,2009-12-31,2022-05-15
kde, ksysguard, https://github.com/KDE/ksysguard.git,34,3529,96, C,62, false,1998-12-31,2022-05-15
kde, ktp-approver, https://github.com/KDE/ktp-approver.git,4,302,15, C++,90, false,2010-12-09,2022-05-15
kde, kio-gdrive, https://github.com/KDE/kio-gdrive.git,68,598,20, C++,91, false,2013-04-11,2022-05-15
kde, falkon, https://github.com/KDE/falkon.git,268,5765,110, C++,92, false,2011-12-31,2022-05-15
kde, kdev-python, https://github.com/KDE/kdev-python.git,25,2944,40, Python,92.2, false,2006-12-20,2022-05-15
kde, kolourpaint, https://github.com/KDE/kolourpaint.git,50,2403,69, C++,98.6, false,2003-12-31,2022-05-15
kde, ksudoku, https://github.com/KDE/ksudoku.git,9,1107,55, C++,96.5, false,2007-12-31,2022-05-15
kde, killbots, https://github.com/KDE/killbots.git,7,784,25, C++,95.7, false,2008-12-29,2022-05-15
kde, kdiamond, https://github.com/KDE/kdiamond.git,9,723,28, C++,93.6, false,2008-12-12,2022-05-15
kde, rocs, https://github.com/KDE/rocs.git,18,3075,50, C++,92.4, false,2008-12-20,2022-05-15
kde, minuet, https://github.com/KDE/minuet.git,35,608,22, C++,48.8, false,2015-12-23,2022-05-15
kde, kronometer, https://github.com/KDE/kronometer.git,11,768,14, C++,96.8, false,2014-12-11,2022-05-15
kde, kde-dev-utils, https://github.com/KDE/kde-dev-utils.git,4,583,41, C++,84.7, false,2000-09-20,2022-05-15
kde, kcachegrind, https://github.com/KDE/kcachegrind.git,246,1179,53, C++,96.2, false,2003-12-21,2022-05-15
kde, kapptemplate, https://github.com/KDE/kapptemplate.git,5,990,38, C++,84.8, false,2008-12-31,2022-05-15
kde, kexi, https://github.com/KDE/kexi.git,24,13296,157, C++,93.7, false,1998-09-30,2022-05-15
kde, kdenetwork-filesharing, https://github.com/KDE/kdenetwork-filesharing.git,6,929,48, C++,61.9, false,2002-10-20,2022-05-15
kde, kmplayer, https://github.com/KDE/kmplayer.git,17,2649,37, C++,90.9, false,2003-12-30,2022-05-15
kde, kamoso, https://github.com/KDE/kamoso.git,22,1459,32, C++,82.4, false,2008-12-15,2022-05-15
kde, dragon, https://github.com/KDE/dragon.git,8,1036,45, C++,97.1, false,2007-12-29,2022-05-15
kde, skanlite, https://github.com/KDE/skanlite.git,12,455,32, C++,88.2, false,2007-12-28,2022-05-15
kde, kcolorchooser, https://github.com/KDE/kcolorchooser.git,10,266,23, C++,68, false,2007-12-30,2022-05-15
kde, gwenview, https://github.com/KDE/gwenview.git,69,6849,145, C++,80.5, false,2002-12-28,2022-05-15
kde, kshisen, https://github.com/KDE/kshisen.git,7,1238,54, C++,96.4, false,1997-12-17,2022-05-15
kde, konquest, https://github.com/KDE/konquest.git,10,928,50, C++,97.2, false,1998-12-30,2022-05-15
kde, kfourinline, https://github.com/KDE/kfourinline.git,4,1024,51, C++,98.4, false,2000-12-12,2022-05-15
kde, kbreakout, https://github.com/KDE/kbreakout.git,6,913,29, C++,41.2, false,2007-11-13,2022-05-15
kde, kajongg, https://github.com/KDE/kajongg.git,8,4340,21, Python,98.4, false,2008-12-28,2022-05-15
kde, step, https://github.com/KDE/step.git,26,1185,47, C++,94.9, false,2007-12-14,2022-05-15
kde, parley, https://github.com/KDE/parley.git,10,4516,87, C++,95.6, false,2001-12-30,2022-05-15
kde, kig, https://github.com/KDE/kig.git,11,3185,69, C++,95.8, false,2002-12-31,2022-05-15
kde, kbruch, https://github.com/KDE/kbruch.git,7,862,50, C++,98.7, false,2002-09-10,2022-05-15
kde, kmouth, https://github.com/KDE/kmouth.git,6,722,45, C++,97.9, false,2003-12-28,2022-05-15
kde, kmousetool, https://github.com/KDE/kmousetool.git,6,435,35, C++,91.3, false,2003-12-02,2022-05-15
kde, plasma-mobile-sounds, https://github.com/KDE/plasma-mobile-sounds.git,0,32,2, CMake,100, false,2021-07-21,2022-05-15
kde, choqok, https://github.com/KDE/choqok.git,29,2253,47, C++,95.7, false,2008-12-31,2022-05-15
kde, amarok, https://github.com/KDE/amarok.git,134,35225,247, C++,93.4, false,2003-12-31,2022-05-15
kde, kdev-valgrind, https://github.com/KDE/kdev-valgrind.git,3,1148,33, C++,98.2, false,2002-12-30,2022-05-15
kde, libkipi, https://github.com/KDE/libkipi.git,2,1278,45, C++,94.4, false,2004-12-22,2022-05-15
kde, kphotoalbum, https://github.com/KDE/kphotoalbum.git,13,6044,51, C++,87.3, false,2003-12-30,2022-05-15
kde, kooka, https://github.com/KDE/kooka.git,3,1343,30, C++,94.6, false,2000-12-29,2022-05-15
kde, purpose, https://github.com/KDE/purpose.git,9,968,37, C++,78.5, false,2014-12-31,2022-05-15
kde, oxygen-icons5, https://github.com/KDE/oxygen-icons5.git,30,347,24, Shell,35.3, false,2015-12-21,2022-05-15
kde, kparts, https://github.com/KDE/kparts.git,10,583,35, C++,96, false,2013-12-24,2022-05-15
kde, kdelibs4support, https://github.com/KDE/kdelibs4support.git,4,1085,74, C++,92.2, false,2010-05-26,2022-05-15
kde, kded, https://github.com/KDE/kded.git,7,460,37, C++,88.7, false,2013-12-29,2022-05-15
kde, kookbook, https://github.com/KDE/kookbook.git,9,129,7, C++,80.9, false,2018-12-21,2022-05-21
kde, kio-stash, https://github.com/KDE/kio-stash.git,12,383,9, C++,95.5, false,2016-10-16,2022-05-15
kde, atelier, https://github.com/KDE/atelier.git,28,663,13, C++,93.5, false,2016-12-30,2022-05-15
kde, muon, https://github.com/KDE/muon.git,6,4142,30, C++,98.9, false,2010-12-31,2022-05-15
kde, rust-qt-binding-generator, https://github.com/KDE/rust-qt-binding-generator.git,729,388,11, Rust,61.9, false,2017-12-22,2022-05-15
kde, ktechlab, https://github.com/KDE/ktechlab.git,10,1166,16, C++,98.5, false,2007-12-04,2022-05-15
kde, trojita, https://github.com/KDE/trojita.git,22,6733,70, C++,96.6, false,2006-10-13,2022-05-15
kde, kube, https://github.com/KDE/kube.git,148,2721,11, C++,49.9, false,2015-12-31,2022-05-15
kde, kile, https://github.com/KDE/kile.git,61,3244,66, HTML,60.8, false,2003-12-30,2022-05-15
kde, neon-neon-repositories, https://github.com/KDE/neon-neon-repositories.git,2,26,0, N/A,0, false,2020-12-03,2022-05-15
kde, atcore, https://github.com/KDE/atcore.git,33,933,17, C++,94.2, false,2016-12-30,2022-05-15
kde, libqgit2, https://github.com/KDE/libqgit2.git,33,402,13, C++,96, false,2011-12-23,2022-05-03
kde, threadweaver, https://github.com/KDE/threadweaver.git,15,539,29, C++,95.1, false,2013-12-29,2022-05-14
kde, syndication, https://github.com/KDE/syndication.git,6,871,38, C++,96.8, false,2005-12-14,2022-05-14
kde, solid, https://github.com/KDE/solid.git,13,768,66, C++,94, false,2013-12-29,2022-05-14
kde, networkmanager-qt, https://github.com/KDE/networkmanager-qt.git,13,1152,45, C++,92.7, false,2011-12-27,2022-05-14
kde, modemmanager-qt, https://github.com/KDE/modemmanager-qt.git,7,553,30, C++,86.1, false,2011-12-22,2022-05-14
kde, kxmlgui, https://github.com/KDE/kxmlgui.git,14,874,80, C++,98.1, false,2013-12-30,2022-05-14
kde, kwindowsystem, https://github.com/KDE/kwindowsystem.git,22,678,61, C++,97.7, false,2013-12-29,2022-05-14
kde, kwallet, https://github.com/KDE/kwallet.git,16,1145,75, C++,89.7, false,2007-12-26,2022-05-14
kde, kunitconversion, https://github.com/KDE/kunitconversion.git,6,414,38, C++,98.1, false,2013-12-20,2022-05-14
kde, ktextwidgets, https://github.com/KDE/ktextwidgets.git,7,446,34, C++,96.6, false,2013-12-20,2022-05-14
kde, kross, https://github.com/KDE/kross.git,3,357,26, C++,94.3, false,2013-12-20,2022-05-14
kde, kquickcharts, https://github.com/KDE/kquickcharts.git,12,517,21, C++,80.2, false,2019-12-21,2022-05-14
kde, kpty, https://github.com/KDE/kpty.git,4,372,29, C++,73.1, false,2013-12-20,2022-05-14
kde, kplotting, https://github.com/KDE/kplotting.git,8,322,24, C++,93.7, false,2013-12-29,2022-05-14
kde, kpeople, https://github.com/KDE/kpeople.git,8,1374,45, C++,91.3, false,2011-12-07,2022-05-14
kde, kpackage, https://github.com/KDE/kpackage.git,9,749,46, C++,86.7, false,2014-12-31,2022-05-14
kde, knotifyconfig, https://github.com/KDE/knotifyconfig.git,3,381,28, C++,78.3, false,2013-12-20,2022-05-14
kde, kmediaplayer, https://github.com/KDE/kmediaplayer.git,2,316,23, C++,88.8, false,2013-12-23,2022-05-14
kde, kjsembed, https://github.com/KDE/kjsembed.git,5,325,22, C++,98.4, false,2013-12-20,2022-05-14
kde, kjs, https://github.com/KDE/kjs.git,36,361,34, C++,83.7, false,2013-12-29,2022-05-14
kde, kjobwidgets, https://github.com/KDE/kjobwidgets.git,8,414,36, C++,92.1, false,2013-12-29,2022-05-14
kde, kitemviews, https://github.com/KDE/kitemviews.git,8,370,37, C++,95.6, false,2013-12-29,2022-05-14
kde, kitemmodels, https://github.com/KDE/kitemmodels.git,22,606,48, C++,93.3, false,2013-12-29,2022-05-14
kde, kidletime, https://github.com/KDE/kidletime.git,4,355,36, C++,81.9, false,2013-12-29,2022-05-14
kde, kiconthemes, https://github.com/KDE/kiconthemes.git,10,599,59, C++,95.5, false,2013-12-20,2022-05-14
kde, khtml, https://github.com/KDE/khtml.git,109,582,39, C++,94.4, false,2013-12-29,2022-05-14
kde, kfilemetadata, https://github.com/KDE/kfilemetadata.git,12,861,66, C++,87.5, false,2013-12-27,2022-05-14
kde, kdoctools, https://github.com/KDE/kdoctools.git,6,658,47, HTML,84.3, false,2010-10-17,2022-05-14
kde, kdnssd, https://github.com/KDE/kdnssd.git,5,349,28, C++,92.4, false,2013-12-20,2022-05-14
kde, kdesu, https://github.com/KDE/kdesu.git,6,506,52, C++,83.5, false,2013-12-20,2022-05-14
kde, kdesignerplugin, https://github.com/KDE/kdesignerplugin.git,4,353,32, C++,71.2, false,2013-12-29,2022-05-14
kde, kdav, https://github.com/KDE/kdav.git,3,1341,37, C++,95.8, false,2009-12-20,2022-05-14
kde, kcrash, https://github.com/KDE/kcrash.git,13,445,44, C++,84.8, false,2013-12-20,2022-05-14
kde, kconfigwidgets, https://github.com/KDE/kconfigwidgets.git,12,734,64, C++,94.7, false,2013-12-20,2022-05-14
kde, kconfig, https://github.com/KDE/kconfig.git,16,954,95, C++,96, false,2013-12-30,2022-05-14
kde, kcompletion, https://github.com/KDE/kcompletion.git,8,493,38, C++,97, false,2013-12-21,2022-05-14
kde, kcodecs, https://github.com/KDE/kcodecs.git,8,419,32, C++,95, false,2013-12-30,2022-05-14
kde, kbookmarks, https://github.com/KDE/kbookmarks.git,5,459,33, C++,95.2, false,2013-12-20,2022-05-14
kde, kauth, https://github.com/KDE/kauth.git,8,498,45, C++,81.3, false,2013-12-29,2022-05-14
kde, kapidox, https://github.com/KDE/kapidox.git,7,571,39, Python,63.5, false,2013-12-22,2022-05-14
kde, kactivities-stats, https://github.com/KDE/kactivities-stats.git,2,405,30, C++,93.4, false,2015-11-17,2022-05-14
kde, kactivities, https://github.com/KDE/kactivities.git,12,1394,59, C++,85.2, false,2011-12-22,2022-05-14
kde, bluez-qt, https://github.com/KDE/bluez-qt.git,22,710,30, C++,92.4, false,2014-12-18,2022-05-14
kde, baloo, https://github.com/KDE/baloo.git,47,3049,100, C++,64.5, false,2013-12-30,2022-05-14
kde, attica, https://github.com/KDE/attica.git,11,865,55, C++,96.3, false,2008-09-21,2022-05-14
kde, kimageformats, https://github.com/KDE/kimageformats.git,11,402,40, C++,86.8, false,2013-12-22,2022-05-02
kde, ksirk, https://github.com/KDE/ksirk.git,11,1021,42, C++,68.3, false,2007-12-21,2022-05-14
kde, documentation-develop-kde-org, https://github.com/KDE/documentation-develop-kde-org.git,5,770,42, QML,58.5, false,2018-12-19,2021-06-05
kde, kdeedu-data, https://github.com/KDE/kdeedu-data.git,1,17,7, CMake,100, false,2014-12-04,2022-05-14
kde, kwordquiz, https://github.com/KDE/kwordquiz.git,5,1179,54, C++,95.7, false,2004-12-29,2022-05-14
kde, maui-sol, https://github.com/KDE/maui-sol.git,0,63,3, QML,56.7, false,2020-12-29,2022-05-14
kde, kreport, https://github.com/KDE/kreport.git,5,1519,44, C++,91.3, false,2008-12-29,2022-05-13
kde, kblocks, https://github.com/KDE/kblocks.git,7,711,37, C++,97.1, false,2007-12-18,2022-05-07
kde, kubrick, https://github.com/KDE/kubrick.git,5,404,27, C++,96.6, false,2008-12-22,2022-05-13
kde, kmahjongg, https://github.com/KDE/kmahjongg.git,10,1527,59, C++,97.9, false,1997-11-15,2022-05-13
kde, sink, https://github.com/KDE/sink.git,5,2586,7, C++,98, false,2014-12-31,2021-11-21
kde, melon, https://github.com/KDE/melon.git,0,53,0, C++,61.4, false,2022-05-05,2022-05-12
kde, khelpcenter, https://github.com/KDE/khelpcenter.git,7,2738,89, C++,93.2, false,1999-12-30,2022-05-13
kde, kdesdk-thumbnailers, https://github.com/KDE/kdesdk-thumbnailers.git,1,90,9, C++,64.2, false,2012-12-24,2022-05-21
kde, palapeli, https://github.com/KDE/palapeli.git,8,1277,32, C++,97.6, false,2008-12-27,2022-05-13
kde, kdegraphics-thumbnailers, https://github.com/KDE/kdegraphics-thumbnailers.git,3,266,18, C++,87.7, false,2009-12-22,2022-05-21
kde, markdownpart, https://github.com/KDE/markdownpart.git,1,115,8, C++,91.3, false,2020-12-05,2022-05-13
kde, maui-strike, https://github.com/KDE/maui-strike.git,0,63,2, C++,49.8, false,2021-09-20,2022-05-13
kde, kdev-php, https://github.com/KDE/kdev-php.git,11,2322,42, PHP,85.3, false,2008-12-31,2022-05-07
kde, zanshin, https://github.com/KDE/zanshin.git,13,2449,33, C++,98.6, false,2008-12-31,2022-05-07
kde, skanpage, https://github.com/KDE/skanpage.git,2,309,13, C++,51.3, false,2015-12-17,2022-05-08
kde, kopeninghours, https://github.com/KDE/kopeninghours.git,0,330,9, C++,74.8, false,2020-12-31,2022-05-03
kde, kosmindoormap, https://github.com/KDE/kosmindoormap.git,3,730,9, C++,87, false,2020-12-31,2022-05-07
kde, libktorrent, https://github.com/KDE/libktorrent.git,11,547,32, C++,97.7, false,2010-12-31,2022-03-12
kde, kontrast, https://github.com/KDE/kontrast.git,4,201,15, C++,46.7, false,2020-12-29,2022-05-07
kde, kirigami-gallery, https://github.com/KDE/kirigami-gallery.git,21,239,21, QML,93.6, false,2018-11-28,2022-05-07
kde, kimagemapeditor, https://github.com/KDE/kimagemapeditor.git,4,488,38, C++,97.8, false,2003-12-25,2022-05-10
kde, kross-interpreters, https://github.com/KDE/kross-interpreters.git,2,724,25, C++,88.2, false,2004-12-28,2021-11-29
kde, signon-kwallet-extension, https://github.com/KDE/signon-kwallet-extension.git,4,79,12, C++,77.7, false,2013-03-08,2022-04-04
kde, kaccounts-providers, https://github.com/KDE/kaccounts-providers.git,6,395,27, C++,58.2, false,2012-10-02,2022-04-16
kde, kaccounts-integration, https://github.com/KDE/kaccounts-integration.git,13,1254,39, C++,75.8, false,2012-12-05,2022-05-11
kde, ktp-text-ui, https://github.com/KDE/ktp-text-ui.git,10,2037,59, C++,77.5, false,2010-12-18,2022-04-22
kde, ktp-send-file, https://github.com/KDE/ktp-send-file.git,4,234,18, C++,89.9, false,2011-12-29,2022-03-12
kde, ktp-kded-module, https://github.com/KDE/ktp-kded-module.git,4,399,29, C++,96.1, false,2011-12-28,2022-04-15
kde, ktp-filetransfer-handler, https://github.com/KDE/ktp-filetransfer-handler.git,5,225,15, C++,94.6, false,2011-12-29,2022-03-12
kde, ktp-desktop-applets, https://github.com/KDE/ktp-desktop-applets.git,6,1000,35, QML,67.2, false,2008-12-31,2022-03-12
kde, ktp-contact-runner, https://github.com/KDE/ktp-contact-runner.git,4,258,13, C++,75.5, false,2012-12-24,2022-03-12
kde, ktp-contact-list, https://github.com/KDE/ktp-contact-list.git,5,1090,57, C++,98.3, false,2010-11-09,2022-03-12
kde, ktp-common-internals, https://github.com/KDE/ktp-common-internals.git,7,2010,56, C++,95.5, false,2009-07-05,2022-04-25
kde, ktp-call-ui, https://github.com/KDE/ktp-call-ui.git,4,448,23, C++,86.6, false,2009-11-28,2022-03-12
kde, ktp-auth-handler, https://github.com/KDE/ktp-auth-handler.git,4,282,21, C++,91.8, false,2011-12-30,2022-03-12
kde, krdc, https://github.com/KDE/krdc.git,33,1590,82, C++,94.9, false,2002-12-31,2022-05-07
kde, zeroconf-ioslave, https://github.com/KDE/zeroconf-ioslave.git,4,378,23, C++,88.2, false,2004-12-31,2022-05-07
kde, ksystemlog, https://github.com/KDE/ksystemlog.git,9,723,33, C++,87.5, false,2008-12-31,2022-05-07
kde, kteatime, https://github.com/KDE/kteatime.git,9,753,44, C++,94.5, false,1999-11-30,2022-05-07
kde, poxml, https://github.com/KDE/poxml.git,2,281,17, C++,91.4, false,2001-12-17,2021-12-20
kde, libkomparediff2, https://github.com/KDE/libkomparediff2.git,3,342,36, C++,97.2, false,2002-12-29,2022-03-13
kde, kompare, https://github.com/KDE/kompare.git,24,1135,58, C++,97, false,2001-12-12,2022-05-07
kde, kdesdk-kioslaves, https://github.com/KDE/kdesdk-kioslaves.git,3,502,33, Perl,81.9, false,2003-12-13,2022-03-12
kde, kde-dev-scripts, https://github.com/KDE/kde-dev-scripts.git,16,4145,226, Perl,47.3, false,1999-12-06,2022-03-13
kde, cervisia, https://github.com/KDE/cervisia.git,8,1664,44, C++,98.6, false,2001-12-31,2022-05-10
kde, picmi, https://github.com/KDE/picmi.git,6,561,19, C++,95.9, false,2012-12-30,2022-05-03
kde, libkmahjongg, https://github.com/KDE/libkmahjongg.git,5,480,26, C++,81.9, false,2006-12-12,2022-05-02
kde, libkdegames, https://github.com/KDE/libkdegames.git,6,2232,82, C++,54.2, false,2000-12-19,2022-05-04
kde, ktuberling, https://github.com/KDE/ktuberling.git,11,1039,54, C++,87.3, false,1999-11-30,2022-05-07
kde, ksquares, https://github.com/KDE/ksquares.git,5,556,33, C++,95.7, false,2006-12-31,2022-05-07
kde, kspaceduel, https://github.com/KDE/kspaceduel.git,4,669,45, C++,91.1, false,1999-12-13,2022-05-07
kde, ksnakeduel, https://github.com/KDE/ksnakeduel.git,7,843,46, C++,95.2, false,1999-12-13,2022-05-07
kde, kpat, https://github.com/KDE/kpat.git,13,2612,40, C++,98.5, false,1997-11-15,2022-05-07
kde, kollision, https://github.com/KDE/kollision.git,9,532,30, C++,91.2, false,2007-11-26,2022-05-07
kde, knavalbattle, https://github.com/KDE/knavalbattle.git,14,1427,60, C++,98, false,2000-12-30,2022-05-07
kde, kmines, https://github.com/KDE/kmines.git,24,1764,57, C++,93.6, false,1997-11-15,2022-05-07
kde, klines, https://github.com/KDE/klines.git,8,811,47, C++,93.6, false,2001-12-31,2022-05-07
kde, klickety, https://github.com/KDE/klickety.git,4,671,32, C++,92.8, false,2002-12-25,2022-05-07
kde, kjumpingcube, https://github.com/KDE/kjumpingcube.git,8,823,43, C++,96.5, false,1999-12-13,2022-05-07
kde, kiriki, https://github.com/KDE/kiriki.git,5,450,34, C++,95.6, false,2005-12-22,2022-05-07
kde, kigo, https://github.com/KDE/kigo.git,10,563,30, C++,96, false,2008-12-27,2022-05-09
kde, kgoldrunner, https://github.com/KDE/kgoldrunner.git,8,1278,52, C++,98, false,2002-07-01,2022-05-07
kde, kbounce, https://github.com/KDE/kbounce.git,8,846,51, C++,92.6, false,2000-11-21,2022-05-07
kde, kblackbox, https://github.com/KDE/kblackbox.git,4,764,53, C++,97.2, false,1998-12-30,2022-05-07
kde, katomic, https://github.com/KDE/katomic.git,11,957,52, C++,94.3, false,1999-12-19,2022-05-07
kde, kapman, https://github.com/KDE/kapman.git,9,649,34, C++,96.6, false,2007-12-23,2022-05-07
kde, granatier, https://github.com/KDE/granatier.git,9,975,35, C++,98.3, false,2007-12-23,2022-05-07
kde, bovo, https://github.com/KDE/bovo.git,7,776,43, C++,97.7, false,2007-12-31,2022-05-09
kde, bomber, https://github.com/KDE/bomber.git,6,562,26, C++,94.2, false,2008-12-31,2022-05-07
kde, libkcompactdisc, https://github.com/KDE/libkcompactdisc.git,7,395,44, C,81.5, false,2000-11-29,2022-05-05
