project, date, revision, files, lambda, auto, range_for, const_expr, if_with_initializer, error1, error2, error3, time
kcalc, Mon Sep 20 16:51:12 BRT 2010, bc6bd3ed196ccf542dc1d121ac90dc87d8eb9fd7, 24, 0, 0, 0, 0, 0, 0, 0, 0, 212
kcalc, Tue Sep 28 04:18:18 BRT 2010, 3c70851c6f1ce90fb9f7cc8518fe26041b34cf32, 24, 0, 0, 0, 0, 0, 0, 0, 0, 215
kcalc, Mon Oct 04 21:54:04 BRT 2010, a8149ebeff99da4641954fba23a489426c1c9fca, 24, 0, 0, 0, 0, 0, 0, 0, 0, 256
kcalc, Wed Oct 20 08:38:45 BRT 2010, 8437cbed912ef59b78502e23b1f54f28378e4626, 24, 0, 0, 0, 0, 0, 0, 0, 0, 264
kcalc, Thu Dec 09 23:47:22 BRT 2010, c2ac48daf88fa5789ac74bc6d2b6b33696e85c37, 24, 0, 0, 0, 0, 0, 0, 0, 0, 219
kcalc, Mon Dec 27 11:06:41 BRT 2010, 4c54a91ad30af27670885b3985c688df13907061, 24, 0, 0, 0, 0, 0, 0, 0, 0, 239
kcalc, Sun Jan 02 01:43:28 BRT 2011, 015764c4863f6ddac7893f8c33a4b6957fdfdbca, 24, 0, 0, 0, 0, 0, 0, 0, 0, 223
kcalc, Sat Mar 12 10:39:17 BRT 2011, 6ddb556c6d38df117ed93a41ce7ecc162a8dadbc, 24, 0, 0, 0, 0, 0, 0, 0, 0, 226
kcalc, Fri Mar 18 15:40:35 BRT 2011, f76befd0d94d191b4583ec420b87680d5cd1ecf4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 226
kcalc, Sun May 08 04:52:14 BRT 2011, 076475d0f1bf0176262221506036cbd46fa849fc, 24, 0, 0, 0, 0, 0, 0, 0, 0, 220
kcalc, Fri May 13 19:02:46 BRT 2011, eff98c061ec981f22f77c6627af4555b67dc405a, 24, 0, 0, 0, 0, 0, 0, 0, 0, 212
kcalc, Sun May 29 15:55:56 BRT 2011, 240543e61b88a56102549c0f0f468fcfba5321f1, 24, 0, 0, 0, 0, 0, 0, 0, 0, 209
kcalc, Sun Jun 05 15:25:18 BRT 2011, 959f2a662aeed84978523eaf043df58cad71df84, 24, 0, 0, 0, 0, 0, 0, 0, 0, 227
kcalc, Tue Jun 28 12:56:56 BRT 2011, a49f99879bcdf711137857632df4c42a1bfbb6c2, 24, 0, 0, 0, 0, 0, 0, 0, 0, 212
kcalc, Wed Jul 06 15:17:13 BRT 2011, dda8ad5acb09a5b396a4f778e72db9018f14850b, 24, 0, 0, 0, 0, 0, 0, 0, 0, 233
kcalc, Sun Jul 31 06:34:22 BRT 2011, cda6dcb9ed11f939b73308a69091c0c5bbf9d6f9, 24, 0, 0, 0, 0, 0, 0, 0, 0, 211
kcalc, Sat Aug 06 13:35:05 BRT 2011, d119a0cdd4f298db96145c63651204495e9e04c7, 24, 0, 0, 0, 0, 0, 0, 0, 0, 207
kcalc, Mon Aug 15 19:33:44 BRT 2011, 23f73a8a0a648a67216abfc2da1f908f25331eac, 24, 0, 0, 0, 0, 0, 0, 0, 0, 198
kcalc, Sun Aug 21 03:35:59 BRT 2011, 7eb727c3834a193285b61c7cd241d9191647474e, 24, 0, 0, 0, 0, 0, 0, 0, 0, 194
kcalc, Thu Sep 01 16:20:29 BRT 2011, d2392f6c431820c4bcf69d1e0623ee7e8631c807, 24, 0, 0, 0, 0, 0, 0, 0, 0, 207
kcalc, Tue Oct 25 10:58:42 BRT 2011, f0e94425122cb442c6989ed071745a8b404e9fb5, 24, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Mon Dec 19 11:38:42 BRT 2011, b4dd2d5c21df34c77ce7d7af5ccbe996f97fd9da, 24, 0, 0, 0, 0, 0, 0, 0, 0, 192
kcalc, Wed Jan 04 23:27:36 BRT 2012, 0726809c1d09f0f9d740025c8dd8893b310c51bd, 24, 0, 0, 0, 0, 0, 0, 0, 0, 197
kcalc, Fri Jan 13 12:27:14 BRT 2012, 95f1967fd7abd833a6fc9f553b5f6c4808910299, 24, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Sun Jan 29 07:41:44 BRT 2012, 10ba2d4b249a849fc6e7a9126bd99e4ad82b77d6, 24, 0, 0, 0, 0, 0, 0, 0, 0, 272
kcalc, Tue Apr 17 19:12:43 BRT 2012, b6f84708f6d89540ff1e1117c9498bdc2c11c679, 24, 0, 0, 0, 0, 0, 0, 0, 0, 190
kcalc, Wed May 23 16:32:59 BRT 2012, 278693a448f3f7aa3fd8188912a0c2921438e840, 24, 0, 0, 0, 0, 0, 0, 0, 0, 208
kcalc, Sun Jun 03 20:55:32 BRT 2012, aad5b77e1e42428ba59403a670696e2f01df5f49, 24, 0, 0, 0, 0, 0, 0, 0, 0, 221
kcalc, Wed Jul 11 15:09:27 BRT 2012, 10300c0af1dd7f3a760a2582bf18d8a270acf658, 24, 0, 0, 0, 0, 0, 0, 0, 0, 242
kcalc, Mon Jul 16 16:22:24 BRT 2012, acda70bf7183eb26609542af4f9961e6a70478b0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 212
kcalc, Tue Aug 28 15:35:41 BRT 2012, 4cbe3bd314908f6775ea423eb6da3bc0b9ee8bd6, 31, 0, 0, 0, 0, 0, 0, 0, 0, 255
kcalc, Thu Oct 04 17:07:30 BRT 2012, 349760a0cca9910376292ca23db4164f17c8f89a, 33, 0, 0, 0, 0, 0, 0, 0, 0, 253
kcalc, Thu Oct 11 23:08:18 BRT 2012, 8cddf2aecec6eb8c394f659be8f18671a46c2ee6, 24, 0, 0, 0, 0, 0, 0, 0, 0, 204
kcalc, Mon Dec 03 16:00:53 BRT 2012, 5f3fedcc9c6a49814b79f97ab0f7ae732fb86d31, 33, 0, 0, 0, 0, 0, 0, 0, 0, 251
kcalc, Sun Dec 23 04:00:39 BRT 2012, 9621ee993c3283455601fc9bb16f17308974f36d, 33, 0, 0, 0, 0, 0, 0, 0, 0, 248
kcalc, Wed Jan 02 18:22:01 BRT 2013, 7aa28e9dfbacfb48ee3069b2e10146e2fa7a15d5, 33, 0, 0, 0, 0, 0, 0, 0, 0, 281
kcalc, Wed Jan 09 14:28:44 BRT 2013, 192e819e3ae1b044eac63567a9727c135803a324, 33, 0, 0, 0, 0, 0, 0, 0, 0, 251
kcalc, Mon Jan 14 18:54:54 BRT 2013, d38f867fa890dfa2274b87bdb787f3c47ef94fc4, 33, 0, 0, 0, 0, 0, 0, 0, 0, 228
kcalc, Tue Jan 29 17:11:32 BRT 2013, 25c4d95c4332909740727b1ff995e495d517fe01, 33, 0, 0, 0, 0, 0, 0, 0, 0, 218
kcalc, Thu Feb 07 12:03:14 BRT 2013, dc9600db0225c6d6f061607a162eed64a6d84431, 33, 0, 0, 0, 0, 0, 0, 0, 0, 279
kcalc, Tue Feb 12 14:55:01 BRT 2013, 585636b32d9005a84bad814cf3f1a03ec466306d, 33, 0, 0, 0, 0, 0, 0, 0, 0, 241
kcalc, Mon Feb 25 19:12:43 BRT 2013, 12443f725129a2ea15c50629b29c2badfb3754ad, 33, 0, 0, 0, 0, 0, 0, 0, 0, 272
kcalc, Tue Apr 02 23:36:33 BRT 2013, fc29e8ada365a008166154ffcd82226b805671eb, 33, 0, 0, 0, 0, 0, 0, 0, 0, 208
kcalc, Thu Apr 11 14:57:56 BRT 2013, 7bf74267b4bd2d57aa020dd09613dfafc425ff7f, 33, 0, 0, 0, 0, 0, 0, 0, 0, 218
kcalc, Tue Apr 30 17:20:10 BRT 2013, 470bbf73c02ec47b43fdc3b4009e3534b621b4ce, 33, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Sat May 25 15:22:12 BRT 2013, c10b8fdc1acd0c48b884df9485c756a431712fb1, 33, 0, 0, 0, 0, 0, 0, 0, 0, 213
kcalc, Sat Jun 08 17:14:29 BRT 2013, 0f2508708fcf6eed3c1c8be410413af689ffe320, 33, 0, 0, 0, 0, 0, 0, 0, 0, 210
kcalc, Wed Jun 19 10:49:21 BRT 2013, bfc6c50f2b1013b6b0ce97170c719f7ec3986bd5, 33, 0, 0, 0, 0, 0, 0, 0, 0, 213
kcalc, Sat Jun 29 12:49:14 BRT 2013, 059fd973fd90bc79d3994df8e4edad6dbde03527, 33, 0, 0, 0, 0, 0, 0, 0, 0, 220
kcalc, Sat Jul 13 08:05:28 BRT 2013, e435634773d11724e84a80e21b64c0d9d3c7b775, 33, 0, 0, 0, 0, 0, 0, 0, 0, 208
kcalc, Fri Jul 19 09:08:49 BRT 2013, 984a8d3b77e88b5775487f4d005d7dfd251e8b36, 33, 0, 0, 0, 0, 0, 0, 0, 0, 207
kcalc, Wed Nov 13 19:35:47 BRT 2013, a0ad4a6970988eb6ff35f79ad5e9d67865604e39, 33, 0, 0, 0, 0, 0, 0, 0, 0, 207
kcalc, Thu Nov 28 11:15:45 BRT 2013, e9ca3e71dc56d59e93674afb2c4e3ef4baa446b9, 33, 0, 0, 0, 0, 0, 0, 0, 0, 201
kcalc, Sun Jan 12 01:10:32 BRT 2014, 6e69e6e0577e05705b3fd6b45c0d6b33699a4d14, 33, 0, 0, 0, 0, 0, 0, 0, 0, 203
kcalc, Thu Jan 30 10:55:29 BRT 2014, a5ee4eee77953eb178a4b49ebf7c98a930f6636a, 33, 0, 0, 0, 0, 0, 0, 0, 0, 211
kcalc, Fri Feb 14 16:49:49 BRT 2014, b5cd99d8b9b347e74b86a3b1216fa67f9512e738, 33, 0, 0, 0, 0, 0, 0, 0, 0, 216
kcalc, Sat Feb 22 23:59:20 BRT 2014, 0e8287f6571f6b9bf863166ad32064885c61ff3a, 33, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Tue Mar 11 16:58:35 BRT 2014, 84893b07f22601fa5731c8f8006b2240dcb43832, 33, 0, 0, 0, 0, 0, 0, 0, 0, 203
kcalc, Wed Jul 16 23:35:26 BRT 2014, 24f8cfcf79d73b68280928d657f39741815c9cf9, 33, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Thu Jul 24 01:56:27 BRT 2014, 88179406c73d64ddc9530b77374549335eb1c6e5, 33, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Wed Sep 17 15:31:57 BRT 2014, b507790fb9441c86dedf47f89fd246d49f39769b, 33, 0, 0, 0, 0, 0, 0, 0, 0, 240
kcalc, Tue Sep 23 15:48:37 BRT 2014, 482a5e09109f380cfb54c344a251a1e122509a67, 33, 0, 0, 0, 0, 0, 0, 0, 0, 194
kcalc, Mon Sep 29 18:45:34 BRT 2014, dbaf705443e6e769fbc3c950a8db4f9e301ad9d7, 35, 0, 0, 0, 0, 0, 0, 0, 0, 230
kcalc, Wed Oct 29 11:32:24 BRT 2014, c2f16ffb220ea2d53da91fc3bf63a78fd441d536, 33, 0, 0, 0, 0, 0, 0, 0, 0, 197
kcalc, Tue Nov 04 16:13:36 BRT 2014, 9da30f81f05c1f6ef100bb5f880017f18b7d77ca, 33, 0, 0, 0, 0, 0, 0, 0, 0, 205
kcalc, Tue Jan 27 19:53:48 BRT 2015, e123b164ee46a441a44e143c6452cb157c6ac5de, 35, 0, 0, 0, 0, 0, 0, 0, 0, 224
kcalc, Fri Feb 27 08:43:20 BRT 2015, 1569eb883c2ed2d57d90a37554389c8f22a48b2b, 35, 0, 0, 0, 0, 0, 0, 0, 0, 209
kcalc, Fri Mar 27 03:55:51 BRT 2015, 4c3cf358ad26183469a4b0eaf631a93dd04ef50c, 35, 0, 0, 0, 0, 0, 0, 0, 0, 219
kcalc, Tue Apr 07 10:18:10 BRT 2015, cc4bff5afae58fe1ecc9e4079360f90d45d22768, 35, 0, 0, 0, 0, 0, 0, 0, 0, 210
kcalc, Mon Apr 13 16:35:01 BRT 2015, 94713961c06dd61bdbb8c9b29adb1314757250b9, 35, 0, 0, 0, 0, 0, 0, 0, 0, 228
kcalc, Thu Apr 30 07:15:03 BRT 2015, 5c5414bec264f300e5b8fc24be53cfdbb1c7ebc8, 35, 0, 0, 0, 0, 0, 0, 0, 0, 205
kcalc, Wed Jul 29 10:29:51 BRT 2015, 6af862e092f980010b45e50d6c2161234f2ec2c2, 35, 0, 0, 0, 0, 0, 0, 0, 0, 188
kcalc, Wed Aug 05 16:50:35 BRT 2015, c6b2c14e92db6ebce8c0d1a95700fff4aca437c6, 34, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Tue Aug 11 20:17:50 BRT 2015, f2063839787a54185bd0d95fab74502965a31bb3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 194
kcalc, Sun Aug 23 09:16:34 BRT 2015, 88a46861244f42005d4e62a6f4305e87c49c1613, 35, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Wed Sep 09 19:47:31 BRT 2015, eaaa50eeb93f9c8030befe0b79fb2b667071420a, 34, 0, 0, 0, 0, 0, 0, 0, 0, 195
kcalc, Thu Oct 08 20:19:47 BRT 2015, a9c6862a3c1a00f5e2059cf1ee67f0839ee9acd4, 34, 0, 0, 0, 0, 0, 0, 0, 0, 258
kcalc, Wed Nov 04 19:31:18 BRT 2015, aacd96b74094389671c3f41f6505001636d4c097, 34, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Sat Nov 14 09:15:59 BRT 2015, 1437a3b95d353ec86393ee5f93f1ac7bd2793ddb, 34, 0, 0, 0, 0, 0, 0, 0, 0, 197
kcalc, Wed Dec 02 18:16:45 BRT 2015, 39daa78d166783d2bd687ae60a1eb33856620e5e, 34, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Tue Dec 08 12:55:05 BRT 2015, 8a633e3c475bb92c22af74a5f5f6d94e27192a1b, 34, 0, 0, 0, 0, 0, 0, 0, 0, 209
kcalc, Wed Jan 06 20:08:01 BRT 2016, ca6bb9c1e84f9020d386c3fb642b9a4f7a16abe0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Mon Feb 08 21:12:08 BRT 2016, a4dfbe234f8a6d1a052c36e535be60f030bf35ca, 34, 0, 0, 0, 0, 0, 0, 0, 0, 201
kcalc, Tue Mar 08 19:22:26 BRT 2016, ee8847d53166ea8e6285dbe5936e1e4fd081b315, 34, 0, 0, 0, 0, 0, 0, 0, 0, 192
kcalc, Wed Mar 16 12:01:39 BRT 2016, 2a22e4ed5093890be04687bf86acfcf595291baf, 34, 0, 0, 0, 0, 0, 0, 0, 0, 209
kcalc, Wed Apr 06 14:10:16 BRT 2016, 95a1596a4c381f4a269f04c27818f28749860e19, 34, 0, 0, 0, 0, 0, 0, 0, 0, 198
kcalc, Wed Apr 13 13:55:47 BRT 2016, f6ed8b01f0b373588f556a265f9c46ce233b59bd, 34, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Wed Apr 27 16:00:45 BRT 2016, 762cc90a97a67d1151ed50981df901ab6dfc65c0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 190
kcalc, Thu May 05 18:47:22 BRT 2016, 2678cb9c7a07381e3ffb8a2107946cec53bf5909, 34, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Thu Jun 09 14:17:02 BRT 2016, fdfbc7b4da9818841d2e08333698f7b635404b13, 34, 0, 0, 0, 0, 0, 0, 0, 0, 186
kcalc, Tue Jul 19 18:32:06 BRT 2016, 891365b737b16149350fe9f5427b22eb44781996, 34, 0, 0, 0, 0, 0, 0, 0, 0, 236
kcalc, Tue Aug 02 10:14:21 BRT 2016, 3a04e9ed27125a83d8c0c9e1eb0fec6b9614a38d, 34, 0, 0, 0, 0, 0, 0, 0, 0, 188
kcalc, Wed Nov 09 08:13:48 BRT 2016, 5c5d76b11e62f1a470ba2ef9f6a33f71bd7cce41, 34, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Tue Nov 15 04:59:14 BRT 2016, a2454324f62c503a3254b846e5e957a8520f0061, 34, 0, 0, 0, 0, 0, 0, 0, 0, 179
kcalc, Tue Nov 22 09:49:04 BRT 2016, 9fb6dd4892924e170c765c6f15c94b68d0ee4b5b, 34, 0, 0, 0, 0, 0, 0, 0, 0, 203
kcalc, Mon Nov 28 23:11:20 BRT 2016, 0557ebd001e2f22c2cd1effac35824166ee5dad8, 34, 0, 0, 0, 0, 0, 0, 0, 0, 195
kcalc, Sun Dec 04 22:50:02 BRT 2016, 2f08c96636c448f74b0e6a17a4e425bd1c82f446, 34, 0, 0, 0, 0, 0, 0, 0, 0, 203
kcalc, Mon Dec 12 22:47:52 BRT 2016, 28b251495a415bf008d0e8a1af86c10ce6f80e70, 34, 0, 0, 0, 0, 0, 0, 0, 0, 180
kcalc, Tue Dec 20 05:32:43 BRT 2016, 5f0fe27b143d6625ddbae1826fbd9d1304a687c0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 220
kcalc, Sun Jan 01 23:48:06 BRT 2017, 30636f9acc3043f40534f02ddd1e79a54d20933b, 34, 0, 0, 0, 0, 0, 0, 0, 0, 186
kcalc, Sat Jan 07 15:57:10 BRT 2017, c8d8b030816f409aa0e213a6e3f7bb8f24c0d985, 34, 0, 0, 0, 0, 0, 0, 0, 0, 195
kcalc, Sat Jan 21 02:42:50 BRT 2017, 1e027a01bfd0598895569ce2045afcefadd13fad, 34, 0, 0, 0, 0, 0, 0, 0, 0, 190
kcalc, Fri Feb 03 19:47:34 BRT 2017, 6f35faad0a3f0a64b83ed1d510dc1f22fa809cfd, 34, 0, 0, 0, 0, 0, 0, 0, 0, 187
kcalc, Tue Feb 21 16:41:07 BRT 2017, 5338befe329357a65f5eb333f921f07ce25de1cd, 34, 0, 0, 0, 0, 0, 0, 0, 0, 178
kcalc, Mon Mar 20 19:22:13 BRT 2017, 5a07dfa1619724db8569a241fb59d571ed8f9f2a, 34, 0, 0, 0, 0, 0, 0, 0, 0, 229
kcalc, Wed Apr 05 16:58:02 BRT 2017, 2b9c71577cb76f7625d12337a6bc738783a8b2d3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Wed Apr 12 08:42:15 BRT 2017, e41f463df2d6b017ab3ab3e150c88bb128e80040, 34, 0, 0, 0, 0, 0, 0, 0, 0, 220
kcalc, Sat Apr 22 21:49:55 BRT 2017, dbbfed40269d3f19b5d08dd71f0bdef3738bcc5f, 34, 0, 0, 0, 0, 0, 0, 0, 0, 197
kcalc, Mon May 08 08:02:40 BRT 2017, bf585c694928acd40d96330755f20a2eb9c63628, 34, 0, 0, 0, 0, 0, 0, 0, 0, 213
kcalc, Thu Jun 01 17:49:17 BRT 2017, 532b24f41b3968e113eb36851eedf364d167fed0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 212
kcalc, Tue Jun 20 00:08:16 BRT 2017, 0205bbf961a82c7685d1b4105691a3de586449fd, 34, 0, 0, 0, 0, 0, 0, 0, 0, 194
kcalc, Sun Jul 09 19:45:56 BRT 2017, fd98d4e193d1762a10f35e7ddaa40447f3e13139, 34, 0, 0, 0, 0, 0, 0, 0, 0, 166
kcalc, Sat Jul 15 09:56:20 BRT 2017, 9f94a820158f4d20cd62e53153c38ec26730661f, 34, 0, 0, 0, 0, 0, 0, 0, 0, 174
kcalc, Mon Jul 24 22:17:46 BRT 2017, b2eb9958bf871a21f44aad22a5b204f0a3fb3f6f, 34, 0, 0, 0, 0, 0, 0, 0, 0, 207
kcalc, Sun Jul 30 20:57:16 BRT 2017, 3ee7c9b57cd61fd5c96652fd6d58746acb848a01, 34, 0, 0, 0, 0, 0, 0, 0, 0, 196
kcalc, Tue Aug 08 15:20:43 BRT 2017, 53dbedde5b9ef5e5a843bca8dc12aed29becba04, 34, 0, 0, 0, 0, 0, 0, 0, 0, 195
kcalc, Thu Sep 14 22:35:38 BRT 2017, 5264c948eff63db63d79d643f8ce7923c2c50370, 34, 0, 0, 0, 0, 0, 0, 0, 0, 188
kcalc, Fri Nov 10 23:16:14 BRT 2017, 9a3c23885593db692d74df3e56519734ccd3f51e, 34, 0, 0, 0, 0, 0, 0, 0, 0, 163
kcalc, Sun Nov 19 23:03:46 BRT 2017, d2d89fb343625f071269d2e788bc4e9eaeef6bc8, 34, 0, 0, 0, 0, 0, 0, 0, 0, 174
kcalc, Mon Nov 27 01:56:17 BRT 2017, 1f4c125fe3de38939b6ed72a36b3bad5dc9750c4, 34, 0, 0, 0, 0, 0, 0, 0, 0, 191
kcalc, Mon Dec 04 20:03:36 BRT 2017, cbabbc2884b8e007a77e47fb51b86abea826194f, 34, 0, 0, 0, 0, 0, 0, 0, 0, 197
kcalc, Wed Dec 13 01:14:36 BRT 2017, 5effb54d95091696dffea2da936bf6239c548082, 34, 0, 0, 0, 0, 0, 0, 0, 0, 202
kcalc, Fri Jan 05 09:55:48 BRT 2018, ac608c6ce1b1e5cf24fd9188e6795cd4b5b7393a, 34, 0, 0, 0, 0, 0, 0, 0, 0, 263
kcalc, Tue Mar 06 03:10:45 BRT 2018, 1a98c4a9f02a7404e5a5a530d462c7a818e47341, 34, 0, 0, 0, 0, 0, 0, 0, 0, 183
kcalc, Mon Mar 19 19:52:22 BRT 2018, 87247ad3f987b461eb81b8a30b834ac22f827127, 34, 0, 0, 0, 0, 0, 0, 0, 0, 169
kcalc, Fri Jun 29 03:20:16 BRT 2018, 6662b92c504413126966af1a2691c7c68c3090e0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 173
kcalc, Mon Jul 16 14:29:35 BRT 2018, e7074961345c42fd8c2234a7974bdf64d8afdc64, 34, 0, 0, 0, 0, 0, 0, 0, 0, 198
kcalc, Sat Jul 28 22:37:23 BRT 2018, 18a51fe410f523eab9759fb6d50a3e715235b269, 34, 0, 0, 0, 0, 0, 0, 0, 0, 201
kcalc, Mon Aug 06 17:43:37 BRT 2018, f906d1c8f7e394ffdc16e6c7bef7a18b08ce44a8, 34, 0, 0, 0, 0, 0, 0, 0, 0, 271
kcalc, Thu Aug 16 16:13:51 BRT 2018, 4ecb1a0f377be6b0e6e816655e4b3e8c38301d96, 34, 0, 0, 0, 0, 0, 0, 0, 0, 189
kcalc, Fri Aug 31 13:41:13 BRT 2018, e7da4363e803b8c25217c6e8bf559c4a5ab24f23, 34, 0, 0, 0, 0, 0, 0, 0, 0, 190
kcalc, Tue Sep 18 08:51:13 BRT 2018, b3611478e51dd1daf0b084d31df54e957d7aa81a, 34, 0, 0, 0, 0, 0, 0, 0, 0, 182
kcalc, Tue Oct 02 19:08:30 BRT 2018, f00e48b6a50fccba2e3a43d06752e2043fd20633, 34, 0, 0, 0, 0, 0, 0, 0, 0, 203
kcalc, Tue Oct 09 23:13:54 BRT 2018, fc828151dfa534de6131e39a0f3b173b7ac98ffc, 34, 0, 0, 0, 0, 0, 0, 0, 0, 199
kcalc, Wed Nov 07 20:59:41 BRT 2018, ece09495e8724aa125e4acffc42ba03ee426e588, 34, 0, 0, 0, 0, 0, 0, 0, 0, 215
kcalc, Sun Nov 18 06:07:29 BRT 2018, 5d6c1e7a548acd8e9583a8d0419d212e114cd017, 34, 0, 0, 0, 0, 0, 0, 0, 0, 206
kcalc, Sun Nov 25 23:15:15 BRT 2018, e32db45ffc32ab3778ada7bfb329ab8cea8b79de, 34, 0, 0, 0, 0, 0, 0, 0, 0, 230
kcalc, Tue Dec 04 20:34:37 BRT 2018, 51638bfcbe41d56360c49358b0e0e20b8c080a8e, 34, 0, 0, 0, 0, 0, 0, 0, 0, 217
kcalc, Mon Dec 10 14:38:37 BRT 2018, f272b85a200242eccaa5341730be6bcc93453aa2, 34, 0, 0, 0, 0, 0, 0, 0, 0, 208
kcalc, Tue Dec 18 04:26:22 BRT 2018, 2565091f9d9b1e0377db1f992c07ee52561bf701, 34, 0, 0, 0, 0, 0, 0, 0, 0, 222
kcalc, Mon Dec 24 23:13:17 BRT 2018, 8a9335f2b53049be6314011a65646820a52541b6, 34, 0, 0, 0, 0, 0, 0, 0, 0, 182
kcalc, Mon Dec 31 23:05:27 BRT 2018, dd54d6d67725cbde3afd5b2f74e6b9647ac4eea1, 34, 0, 0, 0, 0, 0, 0, 0, 0, 186
kcalc, Mon Jan 07 09:36:58 BRT 2019, 767130b15a1c892ccdf0d3095f3bd66bcbbf141b, 34, 0, 0, 0, 0, 0, 0, 0, 0, 189
kcalc, Wed Jan 23 23:10:55 BRT 2019, 7ecf8e6ee6b3c391a46dbd86653fed36b2393113, 34, 0, 0, 0, 0, 0, 0, 0, 0, 219
kcalc, Mon Jan 28 23:17:45 BRT 2019, 2fdc055c518f3a2a0c703fa8295df04f17062c32, 34, 0, 0, 0, 0, 0, 0, 0, 0, 196
kcalc, Sun Feb 03 09:23:35 BRT 2019, 18b2a1bed0e11f8efae6584d1cf3208074a99970, 34, 0, 0, 0, 0, 0, 0, 0, 0, 194
kcalc, Sat Feb 23 11:43:41 BRT 2019, ad3596fdab39bac758dbc5bc07bb985db3054896, 34, 0, 0, 0, 0, 0, 0, 0, 0, 301
kcalc, Thu Mar 07 03:19:37 BRT 2019, 99d4fb22121f95a31e29e2bb68d0bb12b0ecfd78, 34, 0, 0, 0, 0, 0, 0, 0, 0, 190
