Project,previousDate,previousHash,previousValue,changesDate,changesHash,newValue,featureChanges,action
krusader,2019-07-20,ca225e2912843125a626fad711211f5685b60fcf,48,2019-08-01,ce1941db1d8e9f5c5b6ea292cefca97e40f5e7d8,101,ranged-for,addtions
krusader,2019-08-25,f66e9fe2076015804bd4352f8469345d16ecda07,33,2019-09-01,083f5a8b3cdd7397029154f6c5c326794d4d494a,375,auto,addtions
krusader,2019-08-25,f66e9fe2076015804bd4352f8469345d16ecda07,48,2019-09-01,083f5a8b3cdd7397029154f6c5c326794d4d494a,101,ranged-for,addtions
kstars,2021-05-10,9a627986e142cbe75feb4bd9265c83bd86d28418,313,2021-05-17,f27c9ce2d8c8d2a1a31d417a1fa23350cb23ab01,571,auto,addtions
ktorrent,2017-07-04,3880805d8bb80f67833ac63a1f62ff2cdadf19bb,74,2017-07-17,8857e3e248240b0a20890240d01f681b1db2e752,129,ranged-for,addtions
ktorrent,2020-08-06,c02628270260d62ef76578f1d4ff45e2766fcbde,133,2020-08-17,c79d8cb7b031803ccc9ed4401b6eb3d291508f1f,278,ranged-for,addtions
kwidgetsaddons,2021-05-01,0feb8d39d407497e4338a7a234652978edde1014,56,2021-05-08,5c76897633adf69ad472cce771d8f29797090a43,97,lambda,addtions
kwin,2013-08-20,5ca6654eb86cac9e597d82e1bebb78d9e6563597,30,2013-08-27,cf5ba0378ad03168d436340dc3de79f850349d62,126,auto,addtions
kwin,2014-02-09,f67e67e5f03ca481c608bf36e47c40d2acef2578,39,2014-02-16,0543714532ae6df30c2e899190a6e7e9f5e8fb2d,89,lambda,addtions
kwin,2014-03-24,10f89d6019a496cde8513774fb33f003b74f2bf7,51,2014-03-31,b15a97bb88bd5b0312033a39e3e50d6aee31a503,82,lambda,addtions
kwin,2014-09-11,8a620e725936c8f3d2d1c7e4c53ff074590b4d3a,180,2014-09-18,7de67ceb619367e13c5807bd203697ef880f6cc3,23,lambda,deletions
kwin,2014-09-11,8a620e725936c8f3d2d1c7e4c53ff074590b4d3a,177,2014-09-18,7de67ceb619367e13c5807bd203697ef880f6cc3,25,auto,deletions
kwin,2014-09-11,8a620e725936c8f3d2d1c7e4c53ff074590b4d3a,44,2014-09-18,7de67ceb619367e13c5807bd203697ef880f6cc3,2,ranged-for,deletions
muon,2015-08-14,91a450b76f4b456c170a6dc7f60fac5408ca7ea1,25,2015-08-31,f4009a08992d440b4aac60514e201e33e392fe47,73,ranged-for,addtions
krita,2018-07-27,1c90443d5aa904badd7a5d72917349088f629dce,30,2018-08-03,e81a0c1e85b98751477f153ded5c7df0dd5ca35d,59,ranged-for,addtions
krita,2018-09-29,5120b7027cdd825ff28d926aafb2c29a884ba783,39,2018-10-06,49da90708aa58982e171db036c3c876196051041,67,ranged-for,addtions
krita,2020-07-23,fe4744f96184084778681ed731ab687443a371d4,73,2020-07-31,2ce897fd1929d9accf946c217d55906c37b16e21,110,ranged-for,addtions
zanshin,2014-07-24,95ecd7a275f188a0da3853e2e741ce3cbc850e06,122,2014-07-31,9098dc96a5a8e77ba0377514713edbe5c86138de,191,auto,addtions
zanshin,2014-10-10,6667372965465c5835b4ff10d103287330fd0523,104,2014-10-17,a523751fd75bf32282add2fe7a7e6d8509e50c83,164,lambda,addtions
labplot,2017-06-21,bf7b650a5522894a39a6af7bb3597b8aa7d27cfa,21,2017-06-28,57958903b692cd42104dafee3cefe414045c9d27,33,auto,addtions
labplot,2017-12-02,e0e4702b80b24861e9336fcd1b2e0a677db85c04,353,2017-12-09,9062abc28f37be5963fff24b68baaa9d96301633,700,ranged-for,addtions
labplot,2018-10-09,994571506347629835f653b6efc45ea5d24e3aa4,121,2018-10-17,3594976f34c30ca7ad6a8ab212687007500875ea,311,auto,addtions
labplot,2018-10-17,3594976f34c30ca7ad6a8ab212687007500875ea,311,2018-10-25,7e0dd449cea00fbed76e06d288a5ca9f30080efe,531,auto,addtions
marble,2017-01-22,a0b24dadf5efa0c363196f5e2763ec8090208da8,85,2017-01-29,99b2113c0d0a5a421d489a8a8efcf8482c8fb611,603,ranged-for,addtions
calligra,2017-06-02,079aea214e3c83a7ec9faff629a865e811d1c392,28,2017-06-10,cdf024838a063c2348a0e9814b8cec12abf9ced2,43,ranged-for,addtions
calligra,2017-06-25,59e1ba7c5b38654963586e98ef9cffef362feadc,43,2017-07-03,39ac5ec22b00613eb6bbff8a3922d7499e44df4a,66,ranged-for,addtions
calligra,2017-09-18,04b54e551e5d3a27193f4699e01956e82ef5c96b,28,2017-09-28,a23f71c46b8b55b5bf055e0ebe1a76cb4832eaf1,65,ranged-for,addtions
calligra,2021-03-13,4c65be2796643e588c604f0bf775177cfda07b3e,30,2021-03-20,f691d58a310266bba61c74bacfab22800b51926d,60,lambda,addtions
calligra,2021-03-20,f691d58a310266bba61c74bacfab22800b51926d,60,2021-03-28,247c4308f8023745164b5901a8f3e843e33b69ab,94,lambda,addtions
calligra,2022-04-20,613aaca009557f32156dc11e438df9ee462822ca,88,2022-04-30,a3ec756e415ab2999366aa4ed2f9222e8977f74b,184,ranged-for,addtions
calligra,2022-05-10,016b2fd7a64036ac6e2178accdc7ef4c9d368c80,88,2022-05-19,c0f25473e38357f08498935de69d3850805dbadb,184,ranged-for,addtions
kcontacts,2019-04-12,197f98506089b33b61d1d41dc670c2b45b45f0ad,25,2019-04-21,0d174806dac7765167e5ab905acefade26821f01,42,auto,addtions
kcontacts,2021-09-05,100bbb25e0ca5d947e4599d3edd219593dd25d12,58,2021-09-25,3971b6278f62a9568792f7f41bd2e4ff46daf021,103,auto,addtions
kcontacts,2021-09-05,100bbb25e0ca5d947e4599d3edd219593dd25d12,39,2021-09-25,3971b6278f62a9568792f7f41bd2e4ff46daf021,71,ranged-for,addtions
kcontacts,2021-10-02,36b7a8a5472fbc152d50ca368515d1b181bf24c5,58,2021-10-09,d518785433706d2796b4d00a515a9e53a8794f01,103,auto,addtions
kcontacts,2021-10-02,36b7a8a5472fbc152d50ca368515d1b181bf24c5,39,2021-10-09,d518785433706d2796b4d00a515a9e53a8794f01,71,ranged-for,addtions
trojita,2014-08-08,be739e84697f087fda097465cfc30fd22030ea43,58,2014-08-18,56df25f0ec5fc1e3b42339cc849e8c77b22f6e3d,116,auto,addtions
trojita,2016-03-08,4ca416405358777c240f2d553ba49f582df4560a,120,2016-03-18,13293b5107151b1b2f998da8b501d91ea56abeac,182,auto,addtions
okular,2018-12-29,a4735e428a33245341ff9d1db2281b4dcfc5b225,26,2019-01-05,a234a902dcfff249d8f1d41dfbc257496c81d84e,55,auto,addtions
okular,2019-02-03,a36856c5a6d0aa86afd7502314fbe5fb9bb09ee6,24,2019-02-13,716b234100ca260f97a3891c23e8385c94c06744,55,auto,addtions
okular,2019-03-21,0520d58246b27058ec022ec50dc46d4f00711eb0,31,2019-03-30,fe0c8ad7c97fa9e108c5ab017829fb493f78bb6f,52,ranged-for,addtions
okular,2019-04-20,29ac9b2302d41d8226d2eb524946e07836239924,31,2019-04-30,f0ed6187570a66d3254bc8e1f61baf950c66cfb6,52,ranged-for,addtions
okular,2019-05-31,3c6a4fcbedf4fbb86e0a705ea18e1666606b7836,31,2019-06-10,3311ba3a67da5d5590ef7c8f8fd1ecc31b6610a7,54,ranged-for,addtions
okular,2019-06-10,3311ba3a67da5d5590ef7c8f8fd1ecc31b6610a7,56,2019-06-18,69ddb957f10bd26785170c703984079300020eff,88,auto,addtions
okular,2019-06-10,3311ba3a67da5d5590ef7c8f8fd1ecc31b6610a7,54,2019-06-18,69ddb957f10bd26785170c703984079300020eff,325,ranged-for,addtions
okular,2019-07-02,cf7d847a331c20f1b58bb4b58a6147023902ec55,31,2019-07-12,73e56ff032e6afaff78734fb9958b6f3a2ece719,54,ranged-for,addtions
okular,2019-08-13,0fbe40dfb441a6dd70950345e0bb8178443732c1,25,2019-08-20,66f2bff5cae65700d3fc8f31648910749253e98d,84,lambda,addtions
okular,2019-08-13,0fbe40dfb441a6dd70950345e0bb8178443732c1,64,2019-08-20,66f2bff5cae65700d3fc8f31648910749253e98d,325,ranged-for,addtions
okular,2019-12-03,b588989dba6a48e098ca3bc664eaa809514c3c8f,31,2019-12-11,b96dac6df3f7e57e5ef3fb12ef1c9b272c416e9c,84,lambda,addtions
okular,2019-12-03,b588989dba6a48e098ca3bc664eaa809514c3c8f,65,2019-12-11,b96dac6df3f7e57e5ef3fb12ef1c9b272c416e9c,325,ranged-for,addtions
okular,2020-01-05,86fed6e905b44ed6b2507db295f363f759d25e9f,30,2020-01-16,ae2c6a55c28d7da883772c4aa1db0573de60aad3,84,lambda,addtions
okular,2020-01-05,86fed6e905b44ed6b2507db295f363f759d25e9f,65,2020-01-16,ae2c6a55c28d7da883772c4aa1db0573de60aad3,325,ranged-for,addtions
plasma-desktop,2016-03-17,7a251c605761e344c55146aaef9f7bd55915a499,120,2016-03-25,57d7d66445ef7b2629a068e4b69ce927ddb1aee9,197,auto,addtions
plasma-desktop,2016-04-02,39ec69e09392b6ad294d6a01a504ceea211c7ec9,120,2016-04-11,cd1ce29f9459809a038484a57aff7c98d1e902fd,197,auto,addtions
plasma-desktop,2016-05-23,20bbf2366ae5b15df8e5197f08049b42f42565e7,120,2016-05-30,e3bf0a5bb0a973a104c52ab3c22a8928105cad9f,197,auto,addtions
plasma-desktop,2019-04-07,a86211b7416bc9a89031549c522604873bc814ef,51,2019-04-15,d4671edc8198d08e9a6cfa8d8818d2f019095859,85,ranged-for,addtions
okteta,2018-05-16,ca684d67b2f83440cd848a3b4a0059c6d0b3ff93,26,2018-05-24,2d70f9ff876420f0086bcf0ea15f933663a6b26e,40,lambda,addtions
okteta,2019-02-17,b1dbaca6b9f602aa8e88262a6955a23b5988c16c,44,2019-02-24,9b904c2262f41554cab0fea67a3335cf8545c3d6,338,auto,addtions
rkward,2022-03-09,ab8e7dccd7b8c13ffdd52dcb4601135c680b56d7,59,2022-03-17,96e194fd56865a2022afe44053d5e29a119d78ba,94,auto,addtions
kdenlive,2017-02-24,0c640ecd95fcac9912ac92404a6a0f56463adc6a,34,2017-03-03,8242d22b85d7410117bca43ffbe3681f0fcffbe3,78,ranged-for,addtions
kdenlive,2017-04-10,3f590fe14a5eb5d1c688ccc37a8da3170302d7e2,112,2017-04-17,424d4052c1550290088c42edb8a3b66a44d84e0d,345,auto,addtions
kdenlive,2017-04-17,424d4052c1550290088c42edb8a3b66a44d84e0d,110,2017-04-24,f6cf8896355be6a6515db6786e066d31b0cda932,313,ranged-for,addtions
kdenlive,2018-04-20,ddc1dba82a833d1d5d58e8a9387733b02cd04b88,24,2018-04-27,db742b68a184f1b65fcad8ddf5d43b1b23579487,568,auto,addtions
kdenlive,2018-04-20,ddc1dba82a833d1d5d58e8a9387733b02cd04b88,75,2018-04-27,db742b68a184f1b65fcad8ddf5d43b1b23579487,404,ranged-for,addtions
kdenlive,2018-06-01,2e1c399005364f3f2ba66bcbf1835e1838cfff7f,24,2018-06-12,84347cb717e3d666ad93c9b0a343a4dcba124856,580,auto,addtions
kdenlive,2018-06-01,2e1c399005364f3f2ba66bcbf1835e1838cfff7f,75,2018-06-12,84347cb717e3d666ad93c9b0a343a4dcba124856,426,ranged-for,addtions
kdenlive,2018-07-30,f7120a0c3d430033fe92ad42bac69fd3e4d0f0c8,24,2018-08-07,63987d13fbed546903043cd9561f22c5480b3efd,661,auto,addtions
kdenlive,2018-07-30,f7120a0c3d430033fe92ad42bac69fd3e4d0f0c8,75,2018-08-07,63987d13fbed546903043cd9561f22c5480b3efd,451,ranged-for,addtions
kdenlive,2018-08-27,11fae84a48d4f789eb39fd149bc4428f258f389c,24,2018-09-05,afc637cb75a0ec8649ea804f95a700b5d69c752e,684,auto,addtions
kdenlive,2018-08-27,11fae84a48d4f789eb39fd149bc4428f258f389c,75,2018-09-05,afc637cb75a0ec8649ea804f95a700b5d69c752e,469,ranged-for,addtions
kdenlive,2018-10-21,042fd1a353b53da73bad910d4c8d227f899f9db0,24,2018-10-29,7207f91a75300ffa6637b92eb444353d3c68ede5,661,auto,addtions
kdenlive,2018-10-21,042fd1a353b53da73bad910d4c8d227f899f9db0,75,2018-10-29,7207f91a75300ffa6637b92eb444353d3c68ede5,483,ranged-for,addtions
kdenlive,2018-11-13,eb994a4fef7a081b52f58e599d5c35f0958051b7,24,2018-11-20,3e8d10d92b1ff76812af7b48972ae6e6a1bb4d8a,639,auto,addtions
kdenlive,2018-11-13,eb994a4fef7a081b52f58e599d5c35f0958051b7,75,2018-11-20,3e8d10d92b1ff76812af7b48972ae6e6a1bb4d8a,475,ranged-for,addtions
kdenlive,2019-01-03,fb0a66b0793a03624cc1eb2b7bb8d2016a2f8df4,24,2019-01-11,3e0796600b92800f0f43abffc80f3b515b0f9a68,650,auto,addtions
kdenlive,2019-01-03,fb0a66b0793a03624cc1eb2b7bb8d2016a2f8df4,75,2019-01-11,3e0796600b92800f0f43abffc80f3b515b0f9a68,495,ranged-for,addtions
partitionmanager,2016-08-22,55032b66a36a6b539fe20221d4079b9cac2696a5,22,2016-08-31,e7ac5e5fa2800c9583ec1223abd1fce2a6e51a50,38,ranged-for,addtions
plasma-framework,2015-04-16,f248bfbfd1bb0f93c49891e54dbc43e5f79fc526,21,2015-04-24,04f96779c119d67aa636a7435176775aff5ccf0f,35,lambda,addtions
plasma-framework,2015-05-03,245082dc3499289d07f931e518ac2ce4df666b58,21,2015-05-11,ac2f76d9c8407b6d2179020ec679a6a6037d234f,35,lambda,addtions
plasma-framework,2020-04-11,9a4ec598ec10f4e97e9e1ac798abfd8d98a490fa,71,2020-04-18,77be3197e22fbd5ae746a6bdf31976b2187c3157,118,auto,addtions
systemsettings,2021-09-30,107b67e94c0a767f5e1551ec6f96fab9f3762fb0,21,2021-10-08,f54ac17e1f20a9a97e0f1b123985414e847b75ef,41,auto,addtions
